transaction_id,date,customer_id,category,product,quantity,unit_price,total_price,discount
TXN-003768,2024-05-19,CUST-0111,Cat Food,Wet Cat Food Pouches,1,18.73,16.44,2.2907456722683537
TXN-003769,2024-05-19,CUST-0004,Cat Toys,Cat Tunnel,1,18.83,18.83,0.0
TXN-003769,2024-05-19,CUST-0004,Grooming Services,Teeth Cleaning,1,66.9,66.9,0.0
TXN-003770,2024-05-20,CUST-0098,Dog Food,Grain-Free Dog Food,2,36.4,72.8,0.0
TXN-003770,2024-05-20,CUST-0098,Dog Food,Grain-Free Dog Food,1,59.09,59.09,0.0
TXN-003770,2024-05-20,CUST-0098,Dog Toys,Rubber Chew Toy,1,16.35,16.35,0.0
TXN-003770,2024-05-20,CUST-0098,Pet Accessories,Pet ID Tag,1,17.17,17.17,0.0
TXN-003770,2024-05-20,CUST-0098,Dog Toys,Tennis Ball Pack,1,10.87,8.92,1.953497057669697
TXN-003771,2024-05-20,CUST-0027,Cat Food,Kitten Formula,2,35.19,70.38,0.0
TXN-003771,2024-05-20,CUST-0027,Dog Food,Senior Dog Diet,1,27.26,27.26,0.0
TXN-003771,2024-05-20,CUST-0027,Dog Food,Premium Dry Dog Food,1,25.59,25.59,0.0
TXN-003772,2024-05-20,CUST-0178,Dog Toys,Tennis Ball Pack,1,19.41,19.41,0.0
TXN-003772,2024-05-20,CUST-0178,Cat Food,Premium Cat Kibble,1,27.81,27.81,0.0
TXN-003772,2024-05-20,CUST-0178,Cat Toys,Cat Tunnel,1,9.12,7.53,1.5865571617656853
TXN-003773,2024-05-20,CUST-0057,Cat Toys,Catnip Mouse,1,6.28,5.75,0.5296548412095506
TXN-003773,2024-05-20,CUST-0057,Health Products,Dental Chews,1,45.88,45.88,0.0
TXN-003773,2024-05-20,CUST-0057,Pet Accessories,Dog Leash,1,22.32,22.32,0.0
TXN-003774,2024-05-20,CUST-0142,Dog Food,Puppy Kibble,1,39.98,39.98,0.0
TXN-003774,2024-05-20,CUST-0142,Cat Food,Hairball Control Formula,2,25.92,51.84,0.0
TXN-003774,2024-05-20,CUST-0142,Grooming Supplies,Nail Clippers,1,24.53,24.53,0.0
TXN-003774,2024-05-20,CUST-0142,Dog Food,Senior Dog Diet,1,16.69,16.69,0.0
TXN-003774,2024-05-20,CUST-0142,Cat Food,Premium Cat Kibble,1,11.05,11.05,0.0
TXN-003775,2024-05-20,CUST-0101,Dog Toys,Interactive Puzzle Toy,1,13.14,13.14,0.0
TXN-003775,2024-05-20,CUST-0101,Dog Toys,Rubber Chew Toy,2,18.68,34.21,3.153941133283196
TXN-003775,2024-05-20,CUST-0101,Dog Food,Puppy Kibble,4,41.0,164.0,0.0
TXN-003776,2024-05-20,CUST-0122,Pet Accessories,Pet Carrier,2,29.66,53.82,5.49760081783955
TXN-003776,2024-05-20,CUST-0122,Cat Food,Wet Cat Food Pouches,2,43.41,86.82,0.0
TXN-003776,2024-05-20,CUST-0122,Dog Toys,Tennis Ball Pack,2,18.0,36.0,0.0
TXN-003776,2024-05-20,CUST-0122,Cat Food,Senior Cat Diet,1,26.53,26.53,0.0
TXN-003777,2024-05-20,CUST-0098,Cat Toys,Interactive Ball Tower,2,5.88,11.76,0.0
TXN-003778,2024-05-20,CUST-0032,Dog Food,Wet Dog Food Cans,1,41.53,41.53,0.0
TXN-003778,2024-05-20,CUST-0032,Dog Food,Premium Dry Dog Food,2,44.16,88.32,0.0
TXN-003779,2024-05-20,CUST-0026,Cat Toys,Laser Pointer,1,19.17,19.17,0.0
TXN-003780,2024-05-20,CUST-0117,Dog Toys,Rubber Chew Toy,1,7.96,7.96,0.0
TXN-003781,2024-05-20,CUST-0017,Cat Food,Wet Cat Food Pouches,2,11.07,22.14,0.0
TXN-003781,2024-05-20,CUST-0017,Dog Food,Premium Dry Dog Food,2,16.03,32.06,0.0
TXN-003782,2024-05-20,CUST-0198,Pet Accessories,Pet ID Tag,1,33.64,30.15,3.4903752706554902
TXN-003782,2024-05-20,CUST-0198,Dog Food,Senior Dog Diet,1,36.11,36.11,0.0
TXN-003782,2024-05-20,CUST-0198,Pet Accessories,Cat Collar,1,21.92,21.92,0.0
TXN-003783,2024-05-20,CUST-0057,Dog Food,Grain-Free Dog Food,1,18.57,18.57,0.0
TXN-003783,2024-05-20,CUST-0057,Dog Food,Puppy Kibble,3,19.79,59.37,0.0
TXN-003784,2024-05-20,CUST-0011,Grooming Services,Basic Bath,2,45.38,79.52,11.24390849672971
TXN-003784,2024-05-20,CUST-0011,Cat Toys,Interactive Ball Tower,1,15.31,15.31,0.0
TXN-003784,2024-05-20,CUST-0011,Cat Food,Hairball Control Formula,1,22.83,22.83,0.0
TXN-003784,2024-05-20,CUST-0011,Cat Food,Premium Cat Kibble,2,11.71,23.42,0.0
TXN-003784,2024-05-20,CUST-0011,Dog Toys,Tennis Ball Pack,1,11.15,11.15,0.0
TXN-003785,2024-05-20,CUST-0099,Dog Food,Grain-Free Dog Food,2,44.76,89.52,0.0
TXN-003785,2024-05-20,CUST-0099,Pet Accessories,Pet Carrier,1,30.33,30.33,0.0
TXN-003786,2024-05-20,CUST-0037,Cat Food,Kitten Formula,1,32.31,32.31,0.0
TXN-003786,2024-05-20,CUST-0037,Grooming Supplies,Brush,2,11.42,22.84,0.0
TXN-003787,2024-05-20,CUST-0020,Dog Food,Puppy Kibble,1,15.08,15.08,0.0
TXN-003787,2024-05-20,CUST-0020,Cat Toys,Catnip Mouse,1,5.27,5.27,0.0
TXN-003787,2024-05-20,CUST-0020,Cat Food,Premium Cat Kibble,1,42.05,42.05,0.0
TXN-003788,2024-05-20,CUST-0129,Dog Toys,Tennis Ball Pack,1,7.95,7.95,0.0
TXN-003788,2024-05-20,CUST-0129,Cat Food,Senior Cat Diet,2,11.05,18.98,3.1161504325471734
TXN-003789,2024-05-20,CUST-0040,Pet Accessories,Cat Collar,2,36.67,73.34,0.0
TXN-003789,2024-05-20,CUST-0040,Dog Food,Puppy Kibble,3,46.67,140.01,0.0
TXN-003789,2024-05-20,CUST-0040,Dog Food,Grain-Free Dog Food,1,31.62,31.62,0.0
TXN-003790,2024-05-20,CUST-0129,Dog Food,Puppy Kibble,1,44.18,44.18,0.0
TXN-003790,2024-05-20,CUST-0129,Dog Toys,Tennis Ball Pack,1,17.96,17.96,0.0
TXN-003790,2024-05-20,CUST-0129,Cat Food,Kitten Formula,1,29.32,29.32,0.0
TXN-003790,2024-05-20,CUST-0129,Pet Accessories,Pet ID Tag,3,33.23,99.69,0.0
TXN-003791,2024-05-21,CUST-0153,Cat Toys,Interactive Ball Tower,1,15.08,15.08,0.0
TXN-003791,2024-05-21,CUST-0153,Cat Food,Wet Cat Food Pouches,2,19.83,39.66,0.0
TXN-003791,2024-05-21,CUST-0153,Cat Toys,Catnip Mouse,1,5.57,5.57,0.0
TXN-003792,2024-05-21,CUST-0005,Grooming Services,De-shedding Treatment,1,114.42,114.42,0.0
TXN-003792,2024-05-21,CUST-0005,Dog Toys,Interactive Puzzle Toy,1,19.91,19.91,0.0
TXN-003793,2024-05-21,CUST-0091,Dog Food,Puppy Kibble,1,18.22,18.22,0.0
TXN-003793,2024-05-21,CUST-0091,Dog Toys,Rubber Chew Toy,1,21.81,21.81,0.0
TXN-003793,2024-05-21,CUST-0091,Dog Food,Wet Dog Food Cans,1,58.27,58.27,0.0
TXN-003794,2024-05-21,CUST-0066,Pet Accessories,Cat Collar,1,30.75,30.75,0.0
TXN-003794,2024-05-21,CUST-0066,Cat Food,Wet Cat Food Pouches,1,21.75,21.75,0.0
TXN-003795,2024-05-21,CUST-0024,Pet Accessories,Pet Carrier,1,17.54,17.54,0.0
TXN-003795,2024-05-21,CUST-0024,Cat Food,Hairball Control Formula,1,14.02,14.02,0.0
TXN-003795,2024-05-21,CUST-0024,Dog Food,Puppy Kibble,2,57.59,115.18,0.0
TXN-003795,2024-05-21,CUST-0024,Dog Toys,Tennis Ball Pack,1,12.79,12.79,0.0
TXN-003796,2024-05-21,CUST-0174,Dog Food,Wet Dog Food Cans,1,37.16,37.16,0.0
TXN-003796,2024-05-21,CUST-0174,Cat Food,Senior Cat Diet,1,12.61,11.07,1.536186456621081
TXN-003796,2024-05-21,CUST-0174,Cat Toys,Feather Wand,1,15.25,15.25,0.0
TXN-003796,2024-05-21,CUST-0174,Dog Food,Grain-Free Dog Food,2,32.18,64.36,0.0
TXN-003796,2024-05-21,CUST-0174,Pet Accessories,Dog Leash,1,13.31,13.31,0.0
TXN-003797,2024-05-21,CUST-0177,Cat Toys,Interactive Ball Tower,1,13.15,13.15,0.0
TXN-003797,2024-05-21,CUST-0177,Grooming Supplies,Nail Clippers,2,28.03,56.06,0.0
TXN-003798,2024-05-21,CUST-0105,Dog Food,Premium Dry Dog Food,1,54.02,54.02,0.0
TXN-003798,2024-05-21,CUST-0105,Dog Toys,Tennis Ball Pack,2,5.5,11.0,0.0
TXN-003799,2024-05-21,CUST-0141,Cat Toys,Interactive Ball Tower,2,7.37,14.74,0.0
TXN-003799,2024-05-21,CUST-0141,Grooming Services,Basic Bath,1,55.51,55.51,0.0
TXN-003799,2024-05-21,CUST-0141,Health Products,Dental Chews,1,48.63,48.63,0.0
TXN-003799,2024-05-21,CUST-0141,Dog Food,Grain-Free Dog Food,1,23.6,19.64,3.9614511132296455
TXN-003800,2024-05-21,CUST-0136,Dog Food,Grain-Free Dog Food,1,57.47,57.47,0.0
TXN-003800,2024-05-21,CUST-0136,Dog Toys,Tennis Ball Pack,2,11.02,22.04,0.0
TXN-003800,2024-05-21,CUST-0136,Cat Food,Kitten Formula,2,33.17,60.94,5.402164179877102
TXN-003800,2024-05-21,CUST-0136,Grooming Supplies,Cat Shampoo,3,28.63,85.89,0.0
TXN-003800,2024-05-21,CUST-0136,Cat Food,Premium Cat Kibble,1,42.04,42.04,0.0
TXN-003801,2024-05-21,CUST-0185,Pet Accessories,Dog Leash,1,39.23,39.23,0.0
TXN-003801,2024-05-21,CUST-0185,Grooming Services,De-shedding Treatment,1,40.7,40.7,0.0
TXN-003801,2024-05-21,CUST-0185,Health Products,Joint Supplements,1,30.82,23.53,7.288004282462626
TXN-003801,2024-05-21,CUST-0185,Dog Toys,Rope Tug Toy,1,13.41,13.41,0.0
TXN-003801,2024-05-21,CUST-0185,Cat Food,Premium Cat Kibble,1,16.05,16.05,0.0
TXN-003802,2024-05-21,CUST-0172,Cat Food,Hairball Control Formula,1,24.57,24.57,0.0
TXN-003803,2024-05-21,CUST-0105,Cat Toys,Interactive Ball Tower,1,11.27,11.27,0.0
TXN-003803,2024-05-21,CUST-0105,Dog Food,Grain-Free Dog Food,1,24.83,24.83,0.0
TXN-003803,2024-05-21,CUST-0105,Grooming Services,Full Grooming,3,111.19,333.57,0.0
TXN-003803,2024-05-21,CUST-0105,Dog Food,Puppy Kibble,1,55.75,55.75,0.0
TXN-003804,2024-05-21,CUST-0088,Grooming Supplies,Dog Shampoo,2,15.41,30.82,0.0
TXN-003804,2024-05-21,CUST-0088,Pet Accessories,Dog Leash,1,36.44,36.44,0.0
TXN-003804,2024-05-21,CUST-0088,Cat Food,Premium Cat Kibble,1,40.01,40.01,0.0
TXN-003805,2024-05-21,CUST-0190,Dog Food,Grain-Free Dog Food,1,23.18,23.18,0.0
TXN-003805,2024-05-21,CUST-0190,Cat Toys,Cat Tunnel,4,11.42,45.68,0.0
TXN-003805,2024-05-21,CUST-0190,Grooming Services,De-shedding Treatment,1,47.32,47.32,0.0
TXN-003805,2024-05-21,CUST-0190,Cat Food,Wet Cat Food Pouches,2,37.09,74.18,0.0
TXN-003805,2024-05-21,CUST-0190,Cat Food,Premium Cat Kibble,1,11.68,9.14,2.5398791777199223
TXN-003806,2024-05-21,CUST-0164,Dog Food,Puppy Kibble,1,19.74,19.74,0.0
TXN-003806,2024-05-21,CUST-0164,Dog Food,Premium Dry Dog Food,1,17.86,17.86,0.0
TXN-003806,2024-05-21,CUST-0164,Cat Toys,Laser Pointer,1,13.48,13.48,0.0
TXN-003806,2024-05-21,CUST-0164,Dog Toys,Interactive Puzzle Toy,3,9.42,28.26,0.0
TXN-003806,2024-05-21,CUST-0164,Cat Food,Senior Cat Diet,1,10.83,10.83,0.0
TXN-003807,2024-05-21,CUST-0129,Dog Food,Premium Dry Dog Food,1,28.45,28.45,0.0
TXN-003807,2024-05-21,CUST-0129,Dog Food,Wet Dog Food Cans,2,28.78,54.09,3.4745964541743484
TXN-003807,2024-05-21,CUST-0129,Dog Food,Wet Dog Food Cans,1,57.47,57.47,0.0
TXN-003807,2024-05-21,CUST-0129,Dog Toys,Plush Squeaky Toy,2,16.04,32.08,0.0
TXN-003807,2024-05-21,CUST-0129,Cat Toys,Feather Wand,2,13.16,26.32,0.0
TXN-003807,2024-05-21,CUST-0129,Dog Food,Senior Dog Diet,2,48.91,97.82,0.0
TXN-003807,2024-05-21,CUST-0129,Dog Toys,Tennis Ball Pack,1,11.93,11.93,0.0
TXN-003808,2024-05-21,CUST-0098,Grooming Services,Full Grooming,1,100.86,100.86,0.0
TXN-003808,2024-05-21,CUST-0098,Dog Food,Premium Dry Dog Food,1,25.46,21.84,3.6233845226344763
TXN-003808,2024-05-21,CUST-0098,Dog Toys,Interactive Puzzle Toy,1,22.04,22.04,0.0
TXN-003808,2024-05-21,CUST-0098,Cat Food,Kitten Formula,1,16.24,16.24,0.0
TXN-003809,2024-05-21,CUST-0137,Cat Food,Kitten Formula,1,36.01,36.01,0.0
TXN-003810,2024-05-21,CUST-0161,Dog Toys,Interactive Puzzle Toy,1,6.84,5.38,1.456491793308456
TXN-003810,2024-05-21,CUST-0161,Dog Food,Premium Dry Dog Food,1,58.65,58.65,0.0
TXN-003811,2024-05-22,CUST-0124,Cat Toys,Interactive Ball Tower,1,19.71,19.71,0.0
TXN-003811,2024-05-22,CUST-0124,Cat Toys,Feather Wand,1,11.94,11.94,0.0
TXN-003812,2024-05-22,CUST-0180,Cat Food,Premium Cat Kibble,1,19.77,19.77,0.0
TXN-003812,2024-05-22,CUST-0180,Dog Food,Grain-Free Dog Food,1,34.19,34.19,0.0
TXN-003812,2024-05-22,CUST-0180,Cat Food,Senior Cat Diet,3,20.07,60.21,0.0
TXN-003812,2024-05-22,CUST-0180,Cat Toys,Feather Wand,1,18.88,18.88,0.0
TXN-003813,2024-05-22,CUST-0129,Cat Food,Premium Cat Kibble,2,26.12,52.24,0.0
TXN-003813,2024-05-22,CUST-0129,Cat Toys,Catnip Mouse,1,17.34,17.34,0.0
TXN-003813,2024-05-22,CUST-0129,Cat Food,Senior Cat Diet,1,24.16,24.16,0.0
TXN-003814,2024-05-22,CUST-0058,Dog Toys,Interactive Puzzle Toy,1,16.61,16.61,0.0
TXN-003814,2024-05-22,CUST-0058,Dog Toys,Rubber Chew Toy,1,18.97,18.97,0.0
TXN-003815,2024-05-22,CUST-0039,Dog Food,Premium Dry Dog Food,1,43.64,43.64,0.0
TXN-003815,2024-05-22,CUST-0039,Grooming Supplies,Cat Shampoo,1,10.21,10.21,0.0
TXN-003815,2024-05-22,CUST-0039,Dog Food,Grain-Free Dog Food,1,19.4,19.4,0.0
TXN-003816,2024-05-22,CUST-0176,Cat Food,Wet Cat Food Pouches,1,32.93,32.93,0.0
TXN-003816,2024-05-22,CUST-0176,Cat Food,Senior Cat Diet,1,34.27,34.27,0.0
TXN-003816,2024-05-22,CUST-0176,Grooming Services,De-shedding Treatment,3,26.79,80.37,0.0
TXN-003817,2024-05-22,CUST-0194,Dog Food,Wet Dog Food Cans,1,59.92,52.7,7.219846863809436
TXN-003817,2024-05-22,CUST-0194,Dog Toys,Tennis Ball Pack,1,17.73,15.34,2.3879833141742246
TXN-003818,2024-05-22,CUST-0093,Dog Food,Wet Dog Food Cans,1,56.44,56.44,0.0
TXN-003818,2024-05-22,CUST-0093,Cat Food,Senior Cat Diet,1,34.66,34.66,0.0
TXN-003819,2024-05-22,CUST-0150,Health Products,Ear Cleaner,2,15.65,31.3,0.0
TXN-003819,2024-05-22,CUST-0150,Dog Toys,Plush Squeaky Toy,1,21.22,21.22,0.0
TXN-003819,2024-05-22,CUST-0150,Cat Toys,Cat Tunnel,2,10.15,15.24,5.057768534185945
TXN-003820,2024-05-22,CUST-0018,Grooming Supplies,Nail Clippers,1,10.47,10.47,0.0
TXN-003820,2024-05-22,CUST-0018,Dog Food,Wet Dog Food Cans,2,55.61,111.22,0.0
TXN-003820,2024-05-22,CUST-0018,Cat Toys,Cat Tunnel,1,6.78,6.78,0.0
TXN-003820,2024-05-22,CUST-0018,Dog Food,Puppy Kibble,1,40.44,40.44,0.0
TXN-003821,2024-05-22,CUST-0043,Cat Toys,Laser Pointer,2,17.75,35.5,0.0
TXN-003821,2024-05-22,CUST-0043,Cat Toys,Cat Tunnel,1,11.73,11.73,0.0
TXN-003821,2024-05-22,CUST-0043,Dog Food,Puppy Kibble,1,45.83,45.83,0.0
TXN-003821,2024-05-22,CUST-0043,Cat Toys,Feather Wand,2,3.0,6.0,0.0
TXN-003822,2024-05-22,CUST-0157,Health Products,Flea & Tick Treatment,1,13.23,10.57,2.6605758787550426
TXN-003822,2024-05-22,CUST-0157,Cat Toys,Catnip Mouse,1,10.49,10.49,0.0
TXN-003823,2024-05-22,CUST-0055,Dog Food,Puppy Kibble,1,40.12,40.12,0.0
TXN-003823,2024-05-22,CUST-0055,Health Products,Vitamins,1,30.48,30.48,0.0
TXN-003824,2024-05-22,CUST-0007,Dog Food,Senior Dog Diet,1,23.63,23.63,0.0
TXN-003824,2024-05-22,CUST-0007,Health Products,Dental Chews,1,15.86,15.86,0.0
TXN-003825,2024-05-22,CUST-0086,Dog Food,Senior Dog Diet,1,28.57,28.57,0.0
TXN-003825,2024-05-22,CUST-0086,Pet Accessories,Pet ID Tag,2,21.91,43.82,0.0
TXN-003825,2024-05-22,CUST-0086,Dog Toys,Rope Tug Toy,1,21.43,21.43,0.0
TXN-003825,2024-05-22,CUST-0086,Pet Accessories,Cat Collar,1,17.13,17.13,0.0
TXN-003826,2024-05-22,CUST-0195,Cat Toys,Laser Pointer,1,16.81,16.81,0.0
TXN-003826,2024-05-22,CUST-0195,Health Products,Joint Supplements,1,43.37,43.37,0.0
TXN-003826,2024-05-22,CUST-0195,Cat Toys,Catnip Mouse,1,19.38,19.38,0.0
TXN-003827,2024-05-22,CUST-0142,Dog Toys,Plush Squeaky Toy,1,9.12,9.12,0.0
TXN-003827,2024-05-22,CUST-0142,Dog Food,Wet Dog Food Cans,1,58.64,52.46,6.180353860282212
TXN-003827,2024-05-22,CUST-0142,Cat Toys,Feather Wand,3,12.89,38.67,0.0
TXN-003827,2024-05-22,CUST-0142,Pet Accessories,Dog Leash,1,20.56,20.56,0.0
TXN-003828,2024-05-22,CUST-0107,Cat Toys,Laser Pointer,2,7.69,15.38,0.0
TXN-003828,2024-05-22,CUST-0107,Dog Food,Premium Dry Dog Food,3,59.1,177.3,0.0
TXN-003828,2024-05-22,CUST-0107,Cat Food,Premium Cat Kibble,1,43.5,43.5,0.0
TXN-003829,2024-05-22,CUST-0179,Cat Food,Premium Cat Kibble,1,41.75,41.75,0.0
TXN-003829,2024-05-22,CUST-0179,Dog Food,Grain-Free Dog Food,1,21.44,21.44,0.0
TXN-003830,2024-05-22,CUST-0098,Grooming Supplies,Toothbrush Kit,1,26.51,26.51,0.0
TXN-003831,2024-05-22,CUST-0049,Cat Food,Senior Cat Diet,4,25.11,100.44,0.0
TXN-003831,2024-05-22,CUST-0049,Cat Food,Wet Cat Food Pouches,1,29.83,29.83,0.0
TXN-003831,2024-05-22,CUST-0049,Cat Food,Kitten Formula,1,25.3,25.3,0.0
TXN-003831,2024-05-22,CUST-0049,Dog Toys,Rubber Chew Toy,1,17.92,17.92,0.0
TXN-003832,2024-05-22,CUST-0019,Pet Accessories,Pet ID Tag,2,16.47,32.94,0.0
TXN-003833,2024-05-22,CUST-0044,Grooming Services,De-shedding Treatment,1,99.17,99.17,0.0
TXN-003834,2024-05-22,CUST-0028,Cat Toys,Laser Pointer,1,18.0,18.0,0.0
TXN-003834,2024-05-22,CUST-0028,Grooming Services,De-shedding Treatment,1,60.24,60.24,0.0
TXN-003834,2024-05-22,CUST-0028,Dog Food,Puppy Kibble,1,27.6,27.6,0.0
TXN-003835,2024-05-22,CUST-0019,Dog Food,Wet Dog Food Cans,1,53.81,53.81,0.0
TXN-003835,2024-05-22,CUST-0019,Pet Accessories,Dog Leash,1,8.07,8.07,0.0
TXN-003835,2024-05-22,CUST-0019,Dog Food,Grain-Free Dog Food,1,51.5,51.5,0.0
TXN-003836,2024-05-22,CUST-0085,Cat Food,Senior Cat Diet,1,35.05,35.05,0.0
TXN-003836,2024-05-22,CUST-0085,Pet Accessories,Pet ID Tag,2,11.26,22.52,0.0
TXN-003836,2024-05-22,CUST-0085,Dog Food,Premium Dry Dog Food,1,54.48,45.6,8.88290739562613
TXN-003836,2024-05-22,CUST-0085,Cat Food,Wet Cat Food Pouches,3,23.38,70.14,0.0
TXN-003836,2024-05-22,CUST-0085,Dog Toys,Rope Tug Toy,3,20.36,61.08,0.0
TXN-003837,2024-05-23,CUST-0117,Pet Accessories,Pet ID Tag,1,17.56,17.56,0.0
TXN-003837,2024-05-23,CUST-0117,Dog Food,Wet Dog Food Cans,2,50.45,100.9,0.0
TXN-003837,2024-05-23,CUST-0117,Cat Toys,Interactive Ball Tower,2,17.74,35.48,0.0
TXN-003838,2024-05-23,CUST-0158,Dog Toys,Rope Tug Toy,1,6.63,6.63,0.0
TXN-003838,2024-05-23,CUST-0158,Dog Food,Premium Dry Dog Food,1,58.18,58.18,0.0
TXN-003839,2024-05-23,CUST-0174,Dog Food,Senior Dog Diet,1,41.87,41.87,0.0
TXN-003839,2024-05-23,CUST-0174,Pet Accessories,Pet ID Tag,1,29.47,29.47,0.0
TXN-003839,2024-05-23,CUST-0174,Dog Food,Puppy Kibble,1,53.98,53.98,0.0
TXN-003840,2024-05-23,CUST-0064,Dog Food,Grain-Free Dog Food,2,43.96,87.92,0.0
TXN-003841,2024-05-23,CUST-0062,Grooming Services,Basic Bath,1,93.87,93.87,0.0
TXN-003842,2024-05-23,CUST-0147,Pet Accessories,Pet Carrier,1,37.23,37.23,0.0
TXN-003842,2024-05-23,CUST-0147,Grooming Services,Nail Trim,3,53.02,159.06,0.0
TXN-003842,2024-05-23,CUST-0147,Grooming Supplies,Brush,2,20.33,32.1,8.560602780621085
TXN-003842,2024-05-23,CUST-0147,Grooming Supplies,Cat Shampoo,1,21.69,21.69,0.0
TXN-003843,2024-05-23,CUST-0022,Pet Accessories,Cat Collar,1,19.91,19.91,0.0
TXN-003843,2024-05-23,CUST-0022,Cat Food,Senior Cat Diet,1,26.5,26.5,0.0
TXN-003844,2024-05-23,CUST-0160,Pet Accessories,Pet Carrier,5,28.71,143.55,0.0
TXN-003845,2024-05-23,CUST-0143,Dog Food,Senior Dog Diet,1,44.0,44.0,0.0
TXN-003845,2024-05-23,CUST-0143,Dog Food,Puppy Kibble,1,38.58,38.58,0.0
TXN-003846,2024-05-23,CUST-0023,Cat Food,Wet Cat Food Pouches,2,10.13,20.26,0.0
TXN-003847,2024-05-23,CUST-0176,Pet Accessories,Pet Carrier,2,8.24,14.73,1.747798920099524
TXN-003847,2024-05-23,CUST-0176,Dog Toys,Tennis Ball Pack,1,5.49,5.49,0.0
TXN-003848,2024-05-23,CUST-0094,Cat Food,Senior Cat Diet,1,42.98,42.98,0.0
TXN-003848,2024-05-23,CUST-0094,Cat Toys,Interactive Ball Tower,4,14.08,56.32,0.0
TXN-003848,2024-05-23,CUST-0094,Cat Toys,Cat Tunnel,1,12.22,12.22,0.0
TXN-003848,2024-05-23,CUST-0094,Dog Food,Grain-Free Dog Food,1,41.04,41.04,0.0
TXN-003849,2024-05-23,CUST-0164,Dog Food,Wet Dog Food Cans,2,26.83,53.66,0.0
TXN-003849,2024-05-23,CUST-0164,Pet Accessories,Pet Carrier,1,38.87,38.87,0.0
TXN-003849,2024-05-23,CUST-0164,Dog Toys,Rope Tug Toy,1,11.43,11.43,0.0
TXN-003849,2024-05-23,CUST-0164,Dog Toys,Interactive Puzzle Toy,1,15.55,15.55,0.0
TXN-003850,2024-05-23,CUST-0072,Pet Accessories,Dog Leash,1,18.05,18.05,0.0
TXN-003850,2024-05-23,CUST-0072,Cat Food,Senior Cat Diet,1,21.67,21.67,0.0
TXN-003851,2024-05-23,CUST-0141,Grooming Services,Full Grooming,1,27.45,27.45,0.0
TXN-003851,2024-05-23,CUST-0141,Dog Food,Wet Dog Food Cans,2,49.83,93.16,6.500628348648596
TXN-003851,2024-05-23,CUST-0141,Pet Accessories,Cat Collar,1,35.15,35.15,0.0
TXN-003851,2024-05-23,CUST-0141,Pet Accessories,Cat Collar,1,16.31,16.31,0.0
TXN-003852,2024-05-23,CUST-0031,Grooming Supplies,Cat Shampoo,2,27.01,54.02,0.0
TXN-003852,2024-05-23,CUST-0031,Cat Food,Senior Cat Diet,3,19.8,59.4,0.0
TXN-003853,2024-05-23,CUST-0178,Cat Food,Senior Cat Diet,1,22.52,22.52,0.0
TXN-003853,2024-05-23,CUST-0178,Pet Accessories,Dog Collar,1,10.16,10.16,0.0
TXN-003853,2024-05-23,CUST-0178,Dog Toys,Rubber Chew Toy,1,14.48,12.8,1.679185117994741
TXN-003853,2024-05-23,CUST-0178,Dog Toys,Interactive Puzzle Toy,2,22.18,44.36,0.0
TXN-003853,2024-05-23,CUST-0178,Cat Toys,Laser Pointer,2,6.25,12.5,0.0
TXN-003853,2024-05-23,CUST-0178,Cat Food,Kitten Formula,2,30.16,60.32,0.0
TXN-003854,2024-05-23,CUST-0009,Dog Food,Grain-Free Dog Food,1,17.54,17.54,0.0
TXN-003855,2024-05-23,CUST-0013,Cat Toys,Feather Wand,1,18.26,18.26,0.0
TXN-003856,2024-05-23,CUST-0013,Cat Food,Kitten Formula,1,41.06,41.06,0.0
TXN-003856,2024-05-23,CUST-0013,Cat Toys,Cat Tunnel,1,7.47,7.47,0.0
TXN-003856,2024-05-23,CUST-0013,Cat Toys,Cat Tunnel,1,5.99,5.99,0.0
TXN-003856,2024-05-23,CUST-0013,Dog Food,Senior Dog Diet,1,32.78,32.78,0.0
TXN-003857,2024-05-23,CUST-0031,Cat Toys,Feather Wand,1,12.19,12.19,0.0
TXN-003858,2024-05-23,CUST-0037,Grooming Services,Full Grooming,2,108.32,216.64,0.0
TXN-003858,2024-05-23,CUST-0037,Grooming Supplies,Dog Shampoo,1,14.23,14.23,0.0
TXN-003858,2024-05-23,CUST-0037,Dog Toys,Tennis Ball Pack,1,8.09,8.09,0.0
TXN-003858,2024-05-23,CUST-0037,Cat Toys,Laser Pointer,3,5.41,16.23,0.0
TXN-003858,2024-05-23,CUST-0037,Dog Toys,Rubber Chew Toy,1,10.32,10.32,0.0
TXN-003858,2024-05-23,CUST-0037,Cat Food,Wet Cat Food Pouches,4,30.51,122.04,0.0
TXN-003858,2024-05-23,CUST-0037,Cat Toys,Interactive Ball Tower,2,17.21,34.42,0.0
TXN-003858,2024-05-23,CUST-0037,Dog Food,Grain-Free Dog Food,1,48.0,48.0,0.0
TXN-003859,2024-05-23,CUST-0140,Cat Food,Kitten Formula,2,34.3,68.6,0.0
TXN-003859,2024-05-23,CUST-0140,Dog Food,Puppy Kibble,1,49.8,49.8,0.0
TXN-003859,2024-05-23,CUST-0140,Dog Food,Senior Dog Diet,1,28.43,28.43,0.0
TXN-003859,2024-05-23,CUST-0140,Dog Food,Wet Dog Food Cans,1,53.29,53.29,0.0
TXN-003860,2024-05-23,CUST-0137,Cat Toys,Laser Pointer,2,3.99,7.98,0.0
TXN-003860,2024-05-23,CUST-0137,Dog Food,Puppy Kibble,1,29.87,29.87,0.0
